CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment_RuleBased,Cluster,Segment_Cluster
C00684,49,14,23955.91,4,4,4,444,12,Champions,2,Champions
C00685,111,8,3296.8900000000003,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00686,25,13,24954.04,5,4,4,544,13,Champions,2,Champions
C00687,68,14,29494.34,4,4,5,445,13,Champions,2,Champions
C00688,291,6,4109.32,1,3,3,133,7,At Risk,3,Dormant / Lost
C00689,112,7,2641.52,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00690,101,2,2278.02,3,1,2,312,6,Needs Attention,1,Price-Sensitive / Low-Value
C00691,227,15,21502.170000000002,1,5,4,154,10,At Risk,0,At Risk
C00692,34,7,2582.06,4,3,2,432,9,Needs Attention,1,Price-Sensitive / Low-Value
C00693,38,23,74217.24,4,5,5,455,14,Champions,2,Champions
C00694,55,15,24178.739999999998,4,5,4,454,13,Champions,2,Champions
C00695,23,22,73855.87,5,5,5,555,15,Champions,2,Champions
C00696,52,3,3689.58,4,1,3,413,8,New Customers,1,Price-Sensitive / Low-Value
C00697,19,8,2745.52,5,3,2,532,10,Needs Attention,1,Price-Sensitive / Low-Value
C00698,25,23,70823.51,5,5,5,555,15,Champions,2,Champions
C00699,113,13,5587.47,3,4,3,343,10,Loyal Customers,0,At Risk
C00700,32,11,20788.17,5,4,4,544,13,Champions,2,Champions
C00701,167,5,1573.6399999999999,2,2,1,221,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C00702,463,2,1624.48,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00703,82,7,2498.9,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00704,325,5,4887.37,1,2,3,123,6,Needs Attention,3,Dormant / Lost
C00705,343,3,1802.29,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00706,139,4,6039.51,2,2,3,223,7,Needs Attention,1,Price-Sensitive / Low-Value
C00707,124,5,1851.9,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C00708,281,4,3336.37,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00709,130,12,17606.77,2,4,4,244,10,At Risk,0,At Risk
C00710,23,10,21402.35,5,4,4,544,13,Champions,2,Champions
C00711,368,2,1422.74,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00712,231,3,1056.94,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00713,26,16,28099.52,5,5,5,555,15,Champions,2,Champions
C00714,70,1,1134.87,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C00715,183,6,2904.95,2,3,2,232,7,Needs Attention,1,Price-Sensitive / Low-Value
C00716,24,4,4979.64,5,2,3,523,10,New Customers,1,Price-Sensitive / Low-Value
C00717,60,6,2098.02,4,3,1,431,8,Needs Attention,1,Price-Sensitive / Low-Value
C00718,137,5,2214.94,2,2,1,221,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C00719,106,5,1729.18,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C00720,36,4,5313.15,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C00721,24,8,3204.25,5,3,2,532,10,Needs Attention,1,Price-Sensitive / Low-Value
C00722,116,6,2382.68,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00723,78,6,2761.75,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00724,187,7,11669.16,2,3,3,233,8,At Risk,0,At Risk
C00725,200,7,9722.529999999999,2,3,3,233,8,At Risk,0,At Risk
C00726,324,3,2124.78,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00727,70,13,22992.46,3,4,4,344,11,Loyal Customers,2,Champions
C00728,52,12,21488.36,4,4,4,444,12,Champions,2,Champions
C00729,19,4,4139.21,5,2,3,523,10,New Customers,1,Price-Sensitive / Low-Value
C00730,247,2,2221.74,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00731,34,13,23360.79,4,4,4,444,12,Champions,2,Champions
C00732,29,14,22570.12,5,4,4,544,13,Champions,2,Champions
C00733,37,39,129633.82,4,5,5,455,14,Champions,2,Champions
C00734,113,7,2023.81,3,3,1,331,7,Needs Attention,1,Price-Sensitive / Low-Value
C00735,12,10,18345.96,5,4,4,544,13,Champions,2,Champions
C00736,171,12,18582.12,2,4,4,244,10,At Risk,0,At Risk
C00737,157,2,1757.31,2,1,1,211,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C00738,64,5,3762.68,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C00739,118,10,13997.59,3,4,4,344,11,Loyal Customers,0,At Risk
C00740,25,19,35759.909999999996,5,5,5,555,15,Champions,2,Champions
C00741,74,4,5478.74,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C00742,454,4,3485.71,1,2,3,123,6,Needs Attention,3,Dormant / Lost
C00743,127,5,1824.32,2,2,1,221,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C00744,131,3,2001.58,2,1,1,211,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C00745,228,1,685.29,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00746,34,23,75299.08,4,5,5,455,14,Champions,2,Champions
C00747,32,4,1254.44,5,2,1,521,8,New Customers,1,Price-Sensitive / Low-Value
C00748,209,9,9763.52,2,3,3,233,8,At Risk,0,At Risk
C00749,38,1,1452.62,4,1,1,411,6,New Customers,1,Price-Sensitive / Low-Value
C00750,54,21,33375.71,4,5,5,455,14,Champions,2,Champions
C00751,174,16,29196.29,2,5,5,255,12,At Risk,0,At Risk
C00752,265,6,3043.68,1,3,2,132,6,Needs Attention,3,Dormant / Lost
C00753,36,11,22854.49,4,4,4,444,12,Champions,2,Champions
C00754,331,2,1555.28,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00755,16,23,76131.62,5,5,5,555,15,Champions,2,Champions
C00756,49,14,26492.920000000002,4,4,5,445,13,Champions,2,Champions
C00757,347,5,3428.09,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00758,112,11,4994.91,3,4,3,343,10,Loyal Customers,0,At Risk
C00759,112,3,1522.33,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C00760,1,21,37693.05,5,5,5,555,15,Champions,2,Champions
C00761,93,4,3325.47,3,2,2,322,7,Needs Attention,1,Price-Sensitive / Low-Value
C00762,102,8,3082.93,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00763,97,4,1836.83,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C00764,254,1,1024.47,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00765,406,3,2598.36,1,1,2,112,4,Dormant / Lost,3,Dormant / Lost
C00766,110,5,1768.96,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C00767,398,5,3985.43,1,2,3,123,6,Needs Attention,3,Dormant / Lost
C00768,174,7,2974.87,2,3,2,232,7,Needs Attention,1,Price-Sensitive / Low-Value
C00769,78,9,3381.63,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00770,90,11,17897.6,3,4,4,344,11,Loyal Customers,0,At Risk
C00771,147,18,29547.2,2,5,5,255,12,At Risk,0,At Risk
C00772,546,2,811.68,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00773,45,19,33667.12,4,5,5,455,14,Champions,2,Champions
C00774,8,15,27889.57,5,5,5,555,15,Champions,2,Champions
C00775,165,6,11218.85,2,3,3,233,8,At Risk,0,At Risk
C00776,28,16,28190.63,5,5,5,555,15,Champions,2,Champions
C00777,441,4,2175.15,1,2,1,121,4,Dormant / Lost,3,Dormant / Lost
C00778,454,1,1062.73,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00779,56,3,3804.05,4,1,3,413,8,New Customers,1,Price-Sensitive / Low-Value
C00780,28,28,87599.2,5,5,5,555,15,Champions,2,Champions
C00781,101,3,1431.81,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C00782,153,8,3885.99,2,3,3,233,8,At Risk,1,Price-Sensitive / Low-Value
C00783,397,6,3414.1800000000003,1,3,2,132,6,Needs Attention,3,Dormant / Lost
C00784,32,3,5351.58,5,1,3,513,9,New Customers,1,Price-Sensitive / Low-Value
C00785,130,12,16775.74,2,4,4,244,10,At Risk,0,At Risk
C00786,128,2,2057.51,2,1,1,211,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C00787,396,4,3816.7,1,2,3,123,6,Needs Attention,3,Dormant / Lost
C00788,97,6,2440.19,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00789,217,5,1947.06,1,2,1,121,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C00790,56,14,24934.04,4,4,4,444,12,Champions,2,Champions
C00791,183,4,1416.48,2,2,1,221,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C00792,30,6,2435.39,5,3,2,532,10,Needs Attention,1,Price-Sensitive / Low-Value
C00793,133,8,14000.73,2,3,4,234,9,At Risk,0,At Risk
C00794,79,2,2034.19,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C00795,196,15,23332.190000000002,2,5,4,254,11,At Risk,0,At Risk
C00796,28,15,25116.23,5,5,4,554,14,Champions,2,Champions
C00797,19,16,47742.2,5,5,5,555,15,Champions,2,Champions
C00798,213,13,21418.99,2,4,4,244,10,At Risk,0,At Risk
C00799,30,2,2859.88,5,1,2,512,8,New Customers,1,Price-Sensitive / Low-Value
C00800,15,29,98677.44,5,5,5,555,15,Champions,2,Champions
C00801,187,7,12520.470000000001,2,3,4,234,9,At Risk,0,At Risk
C00802,326,2,1567.75,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00803,30,6,2544.5699999999997,5,3,2,532,10,Needs Attention,1,Price-Sensitive / Low-Value
C00804,94,5,2891.62,3,2,2,322,7,Needs Attention,1,Price-Sensitive / Low-Value
C00805,223,9,13589.67,1,3,4,134,8,At Risk,0,At Risk
C00806,34,5,1425.72,4,2,1,421,7,New Customers,1,Price-Sensitive / Low-Value
C00807,17,23,41402.07,5,5,5,555,15,Champions,2,Champions
C00808,459,5,2679.83,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00809,42,21,36559.0,4,5,5,455,14,Champions,2,Champions
C00810,30,5,1628.1100000000001,5,2,1,521,8,New Customers,1,Price-Sensitive / Low-Value
C00811,198,8,15856.21,2,3,4,234,9,At Risk,0,At Risk
C00812,54,6,2088.75,4,3,1,431,8,Needs Attention,1,Price-Sensitive / Low-Value
C00813,27,3,3694.52,5,1,3,513,9,New Customers,1,Price-Sensitive / Low-Value
C00814,135,1,1500.95,2,1,1,211,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C00815,5,16,29311.67,5,5,5,555,15,Champions,2,Champions
C00816,109,11,3900.64,3,4,3,343,10,Loyal Customers,0,At Risk
C00817,356,7,5234.13,1,3,3,133,7,At Risk,3,Dormant / Lost
C00818,362,3,1648.23,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00819,4,34,102936.44,5,5,5,555,15,Champions,2,Champions
C00820,112,12,22247.43,3,4,4,344,11,Loyal Customers,0,At Risk
C00821,323,6,3622.2,1,3,3,133,7,At Risk,3,Dormant / Lost
C00822,54,1,425.85,4,1,1,411,6,New Customers,1,Price-Sensitive / Low-Value
C00823,136,5,2040.4399999999998,2,2,1,221,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C00824,234,6,4226.78,1,3,3,133,7,At Risk,1,Price-Sensitive / Low-Value
C00825,341,4,3176.74,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00826,154,2,2623.96,2,1,2,212,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C00827,57,2,2782.7,4,1,2,412,7,New Customers,1,Price-Sensitive / Low-Value
C00828,140,12,15893.04,2,4,4,244,10,At Risk,0,At Risk
C00829,202,5,1775.81,2,2,1,221,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C00830,174,17,26854.27,2,5,5,255,12,At Risk,0,At Risk
C00831,62,14,23329.17,4,4,4,444,12,Champions,2,Champions
C00832,162,14,21794.03,2,4,4,244,10,At Risk,0,At Risk
C00833,40,18,31755.44,4,5,5,455,14,Champions,2,Champions
C00834,45,7,2976.29,4,3,2,432,9,Needs Attention,1,Price-Sensitive / Low-Value
C00835,40,8,3278.05,4,3,2,432,9,Needs Attention,1,Price-Sensitive / Low-Value
C00836,94,2,1498.3,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C00837,147,8,11132.94,2,3,3,233,8,At Risk,0,At Risk
C00838,228,2,544.79,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00839,11,24,76689.03,5,5,5,555,15,Champions,2,Champions
C00840,162,6,1404.92,2,3,1,231,6,Needs Attention,1,Price-Sensitive / Low-Value
C00841,203,3,2099.09,2,1,1,211,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C00842,79,3,2935.32,3,1,2,312,6,Needs Attention,1,Price-Sensitive / Low-Value
C00843,23,4,4206.74,5,2,3,523,10,New Customers,1,Price-Sensitive / Low-Value
C00844,394,4,3367.54,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00845,28,17,30356.02,5,5,5,555,15,Champions,2,Champions
C00846,164,3,3758.45,2,1,3,213,6,Needs Attention,1,Price-Sensitive / Low-Value
C00847,118,3,3975.61,3,1,3,313,7,Needs Attention,1,Price-Sensitive / Low-Value
C00848,15,22,37162.6,5,5,5,555,15,Champions,2,Champions
C00849,398,1,652.09,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00850,294,4,3775.48,1,2,3,123,6,Needs Attention,3,Dormant / Lost
C00851,41,7,2078.04,4,3,1,431,8,Needs Attention,1,Price-Sensitive / Low-Value
C00852,38,18,32540.04,4,5,5,455,14,Champions,2,Champions
C00853,28,12,24854.31,5,4,4,544,13,Champions,2,Champions
C00854,70,6,2418.77,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00855,33,31,86591.21,4,5,5,455,14,Champions,2,Champions
C00856,75,8,3064.91,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00857,66,3,3278.39,4,1,2,412,7,New Customers,1,Price-Sensitive / Low-Value
C00858,56,5,1919.37,4,2,1,421,7,New Customers,1,Price-Sensitive / Low-Value
C00859,99,5,1700.48,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C00860,164,7,12185.21,2,3,3,233,8,At Risk,0,At Risk
C00861,28,13,21719.11,5,4,4,544,13,Champions,2,Champions
C00862,128,11,13083.49,2,4,4,244,10,At Risk,0,At Risk
C00863,115,5,6903.68,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C00864,103,5,2323.48,3,2,2,322,7,Needs Attention,1,Price-Sensitive / Low-Value
C00865,93,5,2568.16,3,2,2,322,7,Needs Attention,1,Price-Sensitive / Low-Value
C00866,55,8,3518.4700000000003,4,3,3,433,10,Loyal Customers,1,Price-Sensitive / Low-Value
C00867,374,4,2370.5600000000004,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00868,193,11,14788.13,2,4,4,244,10,At Risk,0,At Risk
C00869,40,24,72229.84,4,5,5,455,14,Champions,2,Champions
C00870,154,6,10519.45,2,3,3,233,8,At Risk,0,At Risk
C00871,85,6,2734.14,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00872,25,5,4996.86,5,2,3,523,10,New Customers,1,Price-Sensitive / Low-Value
C00873,473,4,3135.23,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00874,48,2,1829.17,4,1,1,411,6,New Customers,1,Price-Sensitive / Low-Value
C00875,266,5,4603.55,1,2,3,123,6,Needs Attention,3,Dormant / Lost
C00876,288,8,7035.49,1,3,3,133,7,At Risk,0,At Risk
C00877,19,27,91323.58,5,5,5,555,15,Champions,2,Champions
C00878,78,4,3602.55,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C00879,35,6,2344.96,4,3,2,432,9,Needs Attention,1,Price-Sensitive / Low-Value
C00880,37,14,24740.38,4,4,4,444,12,Champions,2,Champions
C00881,174,6,9680.92,2,3,3,233,8,At Risk,0,At Risk
C00882,187,3,1634.83,2,1,1,211,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C00883,55,16,29516.14,4,5,5,455,14,Champions,2,Champions
C00884,58,7,3619.7799999999997,4,3,3,433,10,Loyal Customers,1,Price-Sensitive / Low-Value
C00885,63,11,3615.36,4,4,3,443,11,Loyal Customers,1,Price-Sensitive / Low-Value
C00886,70,14,25368.59,3,4,4,344,11,Loyal Customers,2,Champions
C00887,61,4,4696.84,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C00888,31,19,31379.53,5,5,5,555,15,Champions,2,Champions
C00889,192,5,2000.62,2,2,1,221,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C00890,62,18,31589.96,4,5,5,455,14,Champions,2,Champions
C00891,339,3,2849.06,1,1,2,112,4,Dormant / Lost,3,Dormant / Lost
C00892,38,4,4997.02,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C00893,31,18,35145.28,5,5,5,555,15,Champions,2,Champions
C00894,156,3,4252.41,2,1,3,213,6,Needs Attention,1,Price-Sensitive / Low-Value
C00895,145,14,26204.22,2,4,5,245,11,At Risk,0,At Risk
C00896,167,7,8817.85,2,3,3,233,8,At Risk,0,At Risk
C00897,71,9,3810.15,3,3,3,333,9,Loyal Customers,1,Price-Sensitive / Low-Value
C00898,34,5,5213.5,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C00899,44,7,12058.84,4,3,3,433,10,Loyal Customers,0,At Risk
C00900,20,20,63024.46,5,5,5,555,15,Champions,2,Champions
C00901,220,7,2783.28,1,3,2,132,6,Needs Attention,1,Price-Sensitive / Low-Value
C00902,150,2,1964.29,2,1,1,211,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C00903,122,14,19379.15,3,4,4,344,11,Loyal Customers,0,At Risk
C00904,397,3,1953.8200000000002,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00905,161,13,19735.89,2,4,4,244,10,At Risk,0,At Risk
C00906,84,9,3671.51,3,3,3,333,9,Loyal Customers,1,Price-Sensitive / Low-Value
C00907,143,15,26168.13,2,5,5,255,12,At Risk,0,At Risk
C00908,9,31,93410.61,5,5,5,555,15,Champions,2,Champions
C00909,254,5,3791.2,1,2,3,123,6,Needs Attention,3,Dormant / Lost
C00910,131,16,24383.12,2,5,4,254,11,At Risk,0,At Risk
C00911,106,10,3716.99,3,4,3,343,10,Loyal Customers,1,Price-Sensitive / Low-Value
C00912,70,16,27848.08,3,5,5,355,13,Loyal Customers,2,Champions
C00913,273,9,3393.55,1,3,2,132,6,Needs Attention,3,Dormant / Lost
C00914,279,4,2503.4700000000003,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00915,50,18,61375.75,4,5,5,455,14,Champions,2,Champions
C00916,135,5,3619.62,2,2,3,223,7,Needs Attention,1,Price-Sensitive / Low-Value
C00917,80,2,2314.83,3,1,2,312,6,Needs Attention,1,Price-Sensitive / Low-Value
C00918,82,6,2462.4700000000003,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00919,17,2,2473.03,5,1,2,512,8,New Customers,1,Price-Sensitive / Low-Value
C00920,427,4,2073.38,1,2,1,121,4,Dormant / Lost,3,Dormant / Lost
C00921,9,33,109027.94,5,5,5,555,15,Champions,2,Champions
C00922,8,15,26386.25,5,5,5,555,15,Champions,2,Champions
C00923,439,1,659.09,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00924,12,12,4360.27,5,4,3,543,12,Loyal Customers,0,At Risk
C00925,29,25,83881.52,5,5,5,555,15,Champions,2,Champions
C00926,57,2,2260.41,4,1,1,411,6,New Customers,1,Price-Sensitive / Low-Value
C00927,56,6,8499.869999999999,4,3,3,433,10,Loyal Customers,1,Price-Sensitive / Low-Value
C00928,185,13,20183.57,2,4,4,244,10,At Risk,0,At Risk
C00929,204,7,10199.06,2,3,3,233,8,At Risk,0,At Risk
C00930,97,10,3905.91,3,4,3,343,10,Loyal Customers,0,At Risk
C00931,26,16,29078.43,5,5,5,555,15,Champions,2,Champions
C00932,26,6,2406.89,5,3,2,532,10,Needs Attention,1,Price-Sensitive / Low-Value
C00933,403,8,5171.349999999999,1,3,3,133,7,At Risk,3,Dormant / Lost
C00934,143,8,11636.72,2,3,3,233,8,At Risk,0,At Risk
C00935,223,12,27478.68,1,4,5,145,10,At Risk,0,At Risk
C00936,255,11,18034.8,1,4,4,144,9,At Risk,0,At Risk
C00937,241,1,1267.86,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00938,64,1,273.18,4,1,1,411,6,New Customers,1,Price-Sensitive / Low-Value
C00939,182,9,11867.869999999999,2,4,3,243,9,At Risk,0,At Risk
C00940,123,5,1827.1100000000001,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C00941,197,9,15161.27,2,4,4,244,10,At Risk,0,At Risk
C00942,160,8,12600.02,2,3,4,234,9,At Risk,0,At Risk
C00943,32,20,62379.96,5,5,5,555,15,Champions,2,Champions
C00944,24,32,98972.96,5,5,5,555,15,Champions,2,Champions
C00945,66,13,22323.46,4,4,4,444,12,Champions,2,Champions
C00946,131,10,17169.57,2,4,4,244,10,At Risk,0,At Risk
C00947,229,4,2752.4700000000003,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00948,159,3,1196.68,2,1,1,211,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C00949,26,18,31957.38,5,5,5,555,15,Champions,2,Champions
C00950,29,13,25579.6,5,4,4,544,13,Champions,2,Champions
C00951,27,11,21635.760000000002,5,4,4,544,13,Champions,2,Champions
C00952,123,15,25268.510000000002,3,5,4,354,12,Loyal Customers,0,At Risk
C00953,80,5,4743.3,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C00954,31,1,1255.67,5,1,1,511,7,New Customers,1,Price-Sensitive / Low-Value
C00955,21,16,28465.09,5,5,5,555,15,Champions,2,Champions
C00956,58,16,28029.75,4,5,5,455,14,Champions,2,Champions
C00957,10,28,89179.37,5,5,5,555,15,Champions,2,Champions
C00958,30,17,32106.66,5,5,5,555,15,Champions,2,Champions
C00959,91,7,2526.71,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00960,48,24,41063.27,4,5,5,455,14,Champions,2,Champions
C00961,49,4,5943.0199999999995,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C00962,91,5,2297.89,3,2,2,322,7,Needs Attention,1,Price-Sensitive / Low-Value
C00963,431,4,3820.1800000000003,1,2,3,123,6,Needs Attention,3,Dormant / Lost
C00964,427,3,2134.69,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00965,93,4,1663.65,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C00966,24,25,78292.73,5,5,5,555,15,Champions,2,Champions
C00967,46,4,5481.37,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C00968,77,6,2515.45,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C00969,5,31,104128.91,5,5,5,555,15,Champions,2,Champions
C00970,49,3,3266.9300000000003,4,1,2,412,7,New Customers,1,Price-Sensitive / Low-Value
C00971,228,5,3524.9300000000003,1,2,3,123,6,Needs Attention,1,Price-Sensitive / Low-Value
C00972,30,6,5767.72,5,3,3,533,11,Loyal Customers,1,Price-Sensitive / Low-Value
C00973,24,21,71594.28,5,5,5,555,15,Champions,2,Champions
C00974,25,22,71288.04,5,5,5,555,15,Champions,2,Champions
C00975,84,9,13799.029999999999,3,4,4,344,11,Loyal Customers,0,At Risk
C00976,32,13,24486.68,5,4,4,544,13,Champions,2,Champions
C00977,149,6,2282.78,2,3,2,232,7,Needs Attention,1,Price-Sensitive / Low-Value
C00978,99,4,1558.34,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C00979,1,14,21597.48,5,4,4,544,13,Champions,2,Champions
C00980,390,2,1086.31,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00981,41,2,2494.1,4,1,2,412,7,New Customers,1,Price-Sensitive / Low-Value
C00982,28,16,26841.170000000002,5,5,5,555,15,Champions,2,Champions
C00983,48,6,2417.85,4,3,2,432,9,Needs Attention,1,Price-Sensitive / Low-Value
C00984,78,3,1558.06,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C00985,13,8,3247.14,5,3,2,532,10,Needs Attention,1,Price-Sensitive / Low-Value
C00986,388,4,3122.9,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00987,143,7,3129.2799999999997,2,3,2,232,7,Needs Attention,1,Price-Sensitive / Low-Value
C00988,460,3,2274.44,1,1,2,112,4,Dormant / Lost,3,Dormant / Lost
C00989,43,3,3027.01,4,1,2,412,7,New Customers,1,Price-Sensitive / Low-Value
C00990,142,7,3171.93,2,3,2,232,7,Needs Attention,1,Price-Sensitive / Low-Value
C00991,334,3,1331.11,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C00992,27,9,3020.41,5,4,2,542,11,Needs Attention,1,Price-Sensitive / Low-Value
C00993,44,21,38984.07,4,5,5,455,14,Champions,2,Champions
C00994,41,5,7565.66,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C00995,46,9,3519.25,4,4,3,443,11,Loyal Customers,1,Price-Sensitive / Low-Value
C00996,29,14,29750.68,5,4,5,545,14,Champions,2,Champions
C00997,321,4,3122.65,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C00998,50,14,27040.39,4,4,5,445,13,Champions,2,Champions
C00999,81,12,23507.8,3,4,4,344,11,Loyal Customers,0,At Risk
C01000,401,6,4158.53,1,3,3,133,7,At Risk,3,Dormant / Lost
C01001,193,2,2039.49,2,1,1,211,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C01002,12,19,65939.25,5,5,5,555,15,Champions,2,Champions
C01003,199,7,3043.62,2,3,2,232,7,Needs Attention,1,Price-Sensitive / Low-Value
C01004,195,9,2849.5699999999997,2,4,2,242,8,Needs Attention,1,Price-Sensitive / Low-Value
C01005,50,28,92232.48,4,5,5,455,14,Champions,2,Champions
C01006,418,4,2768.48,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C01007,69,1,2157.22,4,1,1,411,6,New Customers,1,Price-Sensitive / Low-Value
C01008,134,4,4644.71,2,2,3,223,7,Needs Attention,1,Price-Sensitive / Low-Value
C01009,46,1,1389.1,4,1,1,411,6,New Customers,1,Price-Sensitive / Low-Value
C01010,104,6,2039.98,3,3,1,331,7,Needs Attention,1,Price-Sensitive / Low-Value
C01011,29,18,35189.67,5,5,5,555,15,Champions,2,Champions
C01012,198,11,16117.98,2,4,4,244,10,At Risk,0,At Risk
C01013,112,1,2031.61,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C01014,409,3,1883.0,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01015,3,21,58656.09,5,5,5,555,15,Champions,2,Champions
C01016,120,6,3190.33,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C01017,380,3,1295.9,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01018,28,14,24127.760000000002,5,4,4,544,13,Champions,2,Champions
C01019,7,28,81881.38,5,5,5,555,15,Champions,2,Champions
C01020,177,12,20115.170000000002,2,4,4,244,10,At Risk,0,At Risk
C01021,91,11,4066.13,3,4,3,343,10,Loyal Customers,0,At Risk
C01022,27,11,18694.19,5,4,4,544,13,Champions,2,Champions
